wavenumber,transmittance
1882.1834,99.774963
1880.2549,99.692741
1878.3265,99.646233
1876.3980,99.572540
1874.4695,99.536552
1872.5411,99.432297
1870.6126,99.396713
1868.6841,99.372314
1866.7557,99.429970
1864.8272,99.349777
1862.8987,99.497391
1860.9703,99.713844
1859.0418,99.754807
1857.1133,99.669151
1855.1849,100.015724
1853.2564,100.084129
1851.3279,99.849785
1849.3995,99.909950
1847.4710,99.992035
1845.5425,99.603645
1843.6141,99.493111
1841.6856,99.614395
1839.7571,99.572014
1837.8287,99.582901
1835.9002,99.897530
1833.9717,99.944450
1832.0433,99.907379
1830.1148,99.829613
1828.1863,100.062828
1826.2579,100.095200
1824.3294,100.034355
1822.4009,99.964745
1820.4725,100.026466
1818.5440,100.078659
1816.6155,100.266327
1814.6871,100.291199
1812.7586,100.106956
1810.8301,100.050667
1808.9017,100.276527
1806.9732,100.253059
1805.0447,100.221519
1803.1163,100.165291
1801.1878,100.195831
1799.2593,100.238182
1797.3309,100.253288
1795.4024,100.317856
1793.4739,100.430984
1791.5455,100.242241
1789.6170,100.108429
1787.6885,100.188980
1785.7601,100.293472
1783.8316,100.219299
1781.9031,100.206047
1779.9747,100.257858
1778.0462,100.392998
1776.1177,100.401329
1774.1893,100.294144
1772.2608,100.068947
1770.3323,100.177658
1768.4039,100.234924
1766.4754,100.222565
1764.5469,100.175049
1762.6185,100.221954
1760.6900,100.176636
1758.7615,100.109238
1756.8331,100.094559
1754.9046,100.087639
1752.9761,100.051437
1751.0477,100.163734
1749.1192,99.939072
1747.1907,99.844757
1745.2623,99.892731
1743.3338,99.908577
1741.4053,99.921059
1739.4769,100.009682
1737.5484,100.145325
1735.6199,100.189400
1733.6915,100.195473
1731.7630,100.235733
1729.8345,100.190231
1727.9061,100.245880
1725.9776,100.227074
1724.0491,100.309105
1722.1207,100.363892
1720.1922,100.304749
1718.2637,100.140297
1716.3353,100.106331
1714.4068,99.973923
1712.4783,99.912605
1710.5499,99.681686
1708.6214,99.541595
1706.6929,99.512375
1704.7645,99.643906
1702.8360,99.710968
1700.9075,99.865616
1698.9791,99.985397
1697.0506,99.892174
1695.1221,99.817207
1693.1937,99.799377
1691.2652,99.692596
1689.3368,99.570236
1687.4083,99.407471
1685.4798,99.320747
1683.5514,99.070648
1681.6229,98.956070
1679.6944,98.788658
1677.7660,98.771339
1675.8375,98.728615
1673.9090,98.569359
1671.9806,98.301819
1670.0521,98.176247
1668.1236,98.081779
1666.1952,97.906326
1664.2667,97.650047
1662.3382,97.522621
1660.4098,97.345085
1658.4813,97.225731
1656.5528,96.888641
1654.6244,96.752480
1652.6959,96.629166
1650.7674,96.470131
1648.8390,96.140144
1646.9105,95.848785
1644.9820,95.508965
1643.0536,95.220886
1641.1251,95.078125
1639.1966,94.991989
1637.2682,94.842880
1635.3397,94.757500
1633.4112,94.535004
1631.4828,94.396568
1629.5543,94.252312
1627.6258,94.078880
1625.6974,93.840660
1623.7689,93.712921
1621.8404,93.570602
1619.9120,93.392143
1617.9835,93.087616
1616.0550,92.694008
1614.1266,92.324928
1612.1981,92.004898
1610.2696,91.462036
1608.3412,90.984703
1606.4127,90.463676
1604.4842,90.049255
1602.5558,89.588776
1600.6273,89.137627
1598.6988,88.614784
1596.7704,88.100288
1594.8419,87.539963
1592.9134,87.067291
1590.9850,86.498306
1589.0565,85.940514
1587.1280,85.470528
1585.1996,85.074287
1583.2711,84.573013
1581.3426,84.163155
1579.4142,83.798035
1577.4857,83.542442
1575.5572,83.184204
1573.6288,82.912971
1571.7003,82.745796
1569.7718,82.623764
1567.8434,82.463791
1565.9149,82.314270
1563.9864,82.096832
1562.0580,82.081543
